Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Datetime,,,,,
2025-06-11 13:30:00+00:00,203.98500061035156,204.11990356445312,202.8699951171875,203.47000122070312,2668230
2025-06-11 13:35:00+00:00,203.25,204.5,203.10000610351562,203.9949951171875,1295408
2025-06-11 13:40:00+00:00,202.72999572753906,203.25999450683594,202.55380249023438,203.24000549316406,936439
2025-06-11 13:45:00+00:00,202.6199951171875,203.00999450683594,202.5050048828125,202.72999572753906,898421
2025-06-11 13:50:00+00:00,202.7333984375,202.9949951171875,202.5,202.64999389648438,686628
2025-06-11 13:55:00+00:00,202.7801055908203,202.9499969482422,202.65899658203125,202.72000122070312,484043
2025-06-11 14:00:00+00:00,202.6699981689453,203.0,202.47999572753906,202.8000030517578,635738
2025-06-11 14:05:00+00:00,202.57000732421875,202.9499969482422,202.3300018310547,202.66000366210938,540834
2025-06-11 14:10:00+00:00,202.76499938964844,202.85000610351562,202.50999450683594,202.5800018310547,520791
2025-06-11 14:15:00+00:00,202.58999633789062,202.77499389648438,202.46009826660156,202.76499938964844,430138
2025-06-11 14:20:00+00:00,202.77999877929688,202.8800048828125,202.55999755859375,202.58999633789062,584347
2025-06-11 14:25:00+00:00,202.76010131835938,203.02999877929688,202.72000122070312,202.77000427246094,705952
2025-06-11 14:30:00+00:00,202.63999938964844,202.77000427246094,202.55999755859375,202.75999450683594,328627
2025-06-11 14:35:00+00:00,202.38999938964844,202.77000427246094,202.35000610351562,202.72999572753906,584670
2025-06-11 14:40:00+00:00,202.03770446777344,202.4398956298828,201.91000366210938,202.3887939453125,787071
2025-06-11 14:45:00+00:00,202.07989501953125,202.3000030517578,201.9949951171875,202.02000427246094,578515
2025-06-11 14:50:00+00:00,202.07989501953125,202.2200927734375,202.02999877929688,202.07000732421875,390249
2025-06-11 14:55:00+00:00,202.1898956298828,202.36000061035156,202.1699981689453,202.2899932861328,428659
2025-06-11 15:00:00+00:00,201.9552001953125,202.18479919433594,201.93040466308594,202.125,660398
2025-06-11 15:05:00+00:00,201.55880737304688,201.9600067138672,201.52999877929688,201.9499969482422,461450
2025-06-11 15:10:00+00:00,201.08999633789062,201.44000244140625,201.00999450683594,201.3300018310547,1434684
2025-06-11 15:15:00+00:00,201.59300231933594,201.65870666503906,201.0749969482422,201.10000610351562,667113
2025-06-11 15:20:00+00:00,201.48789978027344,201.6999969482422,201.44500732421875,201.5800018310547,295204
2025-06-11 15:25:00+00:00,200.94000244140625,201.1999969482422,200.91000366210938,201.1699981689453,616664
2025-06-11 15:30:00+00:00,200.91900634765625,201.02850341796875,200.83999633789062,200.89500427246094,723306
2025-06-11 15:35:00+00:00,201.01100158691406,201.14999389648438,200.91000366210938,200.92999267578125,482166
2025-06-11 15:40:00+00:00,200.9051971435547,201.1699981689453,200.88499450683594,201.0,449952
2025-06-11 15:45:00+00:00,200.82000732421875,201.05999755859375,200.6199951171875,200.89999389648438,712005
2025-06-11 15:50:00+00:00,201.1011962890625,201.14999389648438,200.6699981689453,200.80999755859375,485563
2025-06-11 15:55:00+00:00,200.74000549316406,201.1199951171875,200.6999969482422,201.1199951171875,428863
2025-06-11 16:00:00+00:00,200.5330047607422,200.75999450683594,200.46499633789062,200.72999572753906,2646635
2025-06-11 16:05:00+00:00,200.04989624023438,200.55999755859375,200.02999877929688,200.52999877929688,889769
2025-06-11 16:10:00+00:00,200.2100067138672,200.25,199.75,200.0399932861328,1298442
2025-06-11 16:15:00+00:00,199.99000549316406,200.2299041748047,199.72999572753906,200.2100067138672,751284
